,index,id,name,images,imageAlt,tax,businessUnit,showSexualContent,productGroupId,hasReviewPhoto,cardType,sections,variants,categoryHierarchy,categoryId,categoryName,url,merchantId,campaignId,promotions,rushDeliveryDuration,freeCargo,campaignName,listingId,winnerVariant,itemNumber,discountedPriceInfo,hasVideoContent,hasCrossPromotion,hasCollectableCoupon,sameDayShipping,lowestPriceDuration,isLegalRequirementConfirmed,badges,brand.id,brand.name,ratingScore.averageRating,ratingScore.totalCount,price.sellingPrice,price.originalPrice,price.discountedPrice,price.buyingPrice,stamps,collectableCouponDiscount
805,13,334542954,Taştan Seramik Dark Wood Kokulu Cracklıng Vegan Mum (çıtırtılı),"['/ty495/product/media/images/20220801/12/153025860/533042775/1/1_org_zoom.jpg', '/ty497/product/media/images/20220801/12/153025860/533042775/2/2_org_zoom.jpg', '/ty495/product/media/images/20220801/12/153025860/533042775/3/3_org_zoom.jpg', '/ty496/product/media/images/20220801/12/153025860/533042775/4/4_org_zoom.jpg']",Missi Taştan Seramik Dark Wood Kokulu Cracklıng Vegan Mum (çıtırtılı),18,Ev Dekorasyon,True,273743909,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'caf85166cdd9c7ff1dd1df6e044095c2', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/tastan-seramik-dark-wood-kokulu-crackling-vegan-mum-citirtili-p-334542954?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,caf85166cdd9c7ff1dd1df6e044095c2,Tek Ebat,533042775,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,,,119.88,119.88,119.88,0,,
806,14,334534483,Taştan Seramik Yasemin Sandal Kokulu Cracklıng Vegan Mum (çıtırtılı),"['/ty496/product/media/images/20220801/11/153016780/533008271/1/1_org_zoom.jpg', '/ty495/product/media/images/20220801/11/153016780/533008271/2/2_org_zoom.jpg', '/ty496/product/media/images/20220801/11/153016780/533008271/3/3_org_zoom.jpg', '/ty496/product/media/images/20220801/11/153016780/533008271/4/4_org_zoom.jpg']",Missi Taştan Seramik Yasemin Sandal Kokulu Cracklıng Vegan Mum (çıtırtılı),18,Ev Dekorasyon,True,273735703,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'a19ddcc3f43bc3aa4b1d73da56b6f990', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/tastan-seramik-yasemin-sandal-kokulu-crackling-vegan-mum-citirtili-p-334534483?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,a19ddcc3f43bc3aa4b1d73da56b6f990,Tek Ebat,533008271,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,4.75,4.0,119.88,119.88,119.88,0,,
807,15,334532298,Taştan Seramik Black Vanilya Kokulu Cracklıng Vegan Mum (çıtırtılı),"['/ty497/product/media/images/20220801/11/153014525/533005762/1/1_org_zoom.jpg', '/ty495/product/media/images/20220801/11/153014525/533005762/2/2_org_zoom.jpg', '/ty496/product/media/images/20220801/11/153014525/533005762/3/3_org_zoom.jpg', '/ty495/product/media/images/20220801/11/153014525/533005762/4/4_org_zoom.jpg']",Missi Taştan Seramik Black Vanilya Kokulu Cracklıng Vegan Mum (çıtırtılı),18,Ev Dekorasyon,True,273733634,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': '3f12b614ded849c08d18a2a254773819', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/tastan-seramik-black-vanilya-kokulu-crackling-vegan-mum-citirtili-p-334532298?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,3f12b614ded849c08d18a2a254773819,Tek Ebat,533005762,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,,,119.88,119.88,119.88,0,,
808,16,329778821,"J'eflin Pure Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",['/ty483/product/media/images/20220720/16/146825052/524670233/1/1_org_zoom.jpg'],"Jeflin J'eflin Pure Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,269905848,False,PRODUCT,"[{'id': '7'}, {'id': '101400'}, {'id': '12'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': 'f06c4376acfccf032cfa710b4450c031', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/jeflin/j-eflin-pure-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-329778821?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,f06c4376acfccf032cfa710b4450c031,Tek Ebat,524670233,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1578906,Jeflin,,,119.99,119.99,119.99,0,,
809,17,329758819,"J'eflin Pure Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",['/ty485/product/media/images/20220720/16/146801970/524642493/1/1_org_zoom.jpg'],"Jeflin J'eflin Pure Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,269889510,False,PRODUCT,"[{'id': '7'}, {'id': '101400'}, {'id': '12'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': '0a0cd4fce81d52e2d205981d8fcdbf41', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/jeflin/j-eflin-pure-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-329758819?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,0a0cd4fce81d52e2d205981d8fcdbf41,Tek Ebat,524642493,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1578906,Jeflin,,,119.99,119.99,119.99,0,,
810,18,329711834,"J'eflin Chocolate Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",['/ty484/product/media/images/20220720/14/146745152/524544565/1/1_org_zoom.jpg'],"Jeflin J'eflin Chocolate Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,269856420,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': 'df934cbc536799e52dd4a82333cd5aba', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/jeflin/j-eflin-chocolate-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-329711834?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,df934cbc536799e52dd4a82333cd5aba,Tek Ebat,524544565,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1578906,Jeflin,,,119.99,119.99,119.99,0,,
811,19,329711172,"J'eflin Chocolate Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",['/ty485/product/media/images/20220720/14/146744392/524543633/1/1_org_zoom.jpg'],"Jeflin J'eflin Chocolate Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,269856088,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': '69e76e0cafa844c0d7881e9d19305078', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/jeflin/j-eflin-chocolate-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-329711172?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,69e76e0cafa844c0d7881e9d19305078,Tek Ebat,524543633,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1578906,Jeflin,,,119.99,119.99,119.99,0,,
812,20,313684554,"Vanilla Gold Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum","['/ty454/product/media/images/20220615/16/125919759/500419831/1/1_org_zoom.jpg', '/ty454/product/media/images/20220615/16/125919759/500419831/2/2_org_zoom.jpg', '/ty454/product/media/images/20220615/16/125919759/500419831/3/3_org_zoom.jpg']","J'eflin Vanilla Gold Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,260081924,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': 'bec0c37c9f401de74d6fc310ffae926b', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/j-eflin/vanilla-gold-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-313684554?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,bec0c37c9f401de74d6fc310ffae926b,Tek Ebat,500419831,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1584602,J'eflin,,,119.99,119.99,119.99,0,,
813,21,313684017,"Vanilla Gold Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum","['/ty454/product/media/images/20220615/16/125919212/500419183/1/1_org_zoom.jpg', '/ty454/product/media/images/20220615/16/125919212/500419183/2/2_org_zoom.jpg', '/ty454/product/media/images/20220615/16/125919212/500419183/3/3_org_zoom.jpg']","J'eflin Vanilla Gold Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,260081631,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': '8d1bae7e9c2b7e145e42a188161a3db5', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/j-eflin/vanilla-gold-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-313684017?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,8d1bae7e9c2b7e145e42a188161a3db5,Tek Ebat,500419183,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1584602,J'eflin,,,119.99,119.99,119.99,0,,
814,22,313670262,"Black Orkid Kokulu Mum Ahşap Fitilli Vegan, Dekoratif Mum","['/ty455/product/media/images/20220615/16/125904633/500401376/1/1_org_zoom.jpg', '/ty453/product/media/images/20220615/16/125904633/500401376/2/2_org_zoom.jpg', '/ty454/product/media/images/20220615/16/125904633/500401376/3/3_org_zoom.jpg', '/ty455/product/media/images/20220615/16/125904633/500401376/4/4_org_zoom.jpg']","J'eflin Black Orkid Kokulu Mum Ahşap Fitilli Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,260072267,True,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': 'c35c68d7f71dba8a20c4d92293ab1a17', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/j-eflin/black-orkid-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-313670262?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,c35c68d7f71dba8a20c4d92293ab1a17,Tek Ebat,500401376,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1584602,J'eflin,5.0,1.0,119.99,119.99,119.99,0,,
815,23,313668723,"Black Orkid Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum","['/ty456/product/media/images/20220620/16/128075069/500399573/1/1_org_zoom.jpg', '/ty457/product/media/images/20220620/16/128075069/500399573/2/2_org_zoom.jpg', '/ty457/product/media/images/20220620/16/128075069/500399573/3/3_org_zoom.jpg', '/ty456/product/media/images/20220620/16/128075069/500399573/4/4_org_zoom.jpg', '/ty457/product/media/images/20220620/16/128075069/500399573/5/5_org_zoom.jpg', '/ty456/product/media/images/20220620/16/128075069/500399573/6/6_org_zoom.jpg', '/ty457/product/media/images/20220620/16/128075069/500399573/7/7_org_zoom.jpg', '/ty456/product/media/images/20220620/16/128075069/500399573/8/8_org_zoom.jpg']","J'eflin Black Orkid Kokulu Mum, Ahşap Fitilli, Vegan, Dekoratif Mum",18,Ev Dekorasyon,True,260071281,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.99, 'buyingPrice': 0, 'originalPrice': 119.99, 'sellingPrice': 119.99}, 'listingId': '986ed97bf4d458917359fdd02be25732', 'campaignId': 61, 'merchantId': 500442, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/j-eflin/black-orkid-kokulu-mum-ahsap-fitilli-vegan-dekoratif-mum-p-313668723?boutiqueId=61&merchantId=500442,500442,61,[],0,True,Tüm Ürünler,986ed97bf4d458917359fdd02be25732,Tek Ebat,500399573,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1584602,J'eflin,,,119.99,119.99,119.99,0,,
816,0,308413199,Avocado Candle Gerçek Yarım Avokado Şeklinde Kokulu Doğal El Yapımı Dekoratif Vegan Mum (tekli),"['/ty445/product/media/images/20220602/9/119770629/492274994/1/1_org_zoom.jpg', '/ty444/product/media/images/20220602/9/119770629/492274994/2/2_org_zoom.jpg', '/ty445/product/media/images/20220602/9/119770629/492274994/3/3_org_zoom.jpg', '/ty445/product/media/images/20220602/9/119770629/492274994/4/4_org_zoom.jpg', '/ty445/product/media/images/20220602/9/119770629/492274994/5/5_org_zoom.jpg', '/ty444/product/media/images/20220602/9/119770629/492274994/6/6_org_zoom.jpg']",Morf Avocado Candle Gerçek Yarım Avokado Şeklinde Kokulu Doğal El Yapımı Dekoratif Vegan Mum (tekli),18,Ev Dekorasyon,True,256941546,False,PRODUCT,"[{'id': '7'}, {'id': '101400'}, {'id': '12'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 120, 'buyingPrice': 0, 'originalPrice': 120, 'sellingPrice': 120}, 'listingId': '214d86d5eea1d6c4d9f6be6d11bc1cdd', 'campaignId': 61, 'merchantId': 607224, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/morf/avocado-candle-gercek-yarim-avokado-seklinde-kokulu-dogal-el-yapimi-dekoratif-vegan-mum-tekli-p-308413199?boutiqueId=61&merchantId=607224,607224,61,[],0,True,Tüm Ürünler,214d86d5eea1d6c4d9f6be6d11bc1cdd,Tek Ebat,492274994,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",159565,Morf,5.0,1.0,120.0,120.0,120.0,0,,
817,1,279260016,Chandraya Portakal Çiçeği/orange Blossom - Soya-coconut Mumu - Vegan Mum,"['/ty395/product/media/images/20220411/18/88524785/444604828/1/1_org_zoom.jpg', '/ty395/product/media/images/20220411/18/88524785/444604828/2/2_org_zoom.jpg', '/ty394/product/media/images/20220411/18/88524785/444604828/3/3_org_zoom.jpg', '/ty394/product/media/images/20220411/18/88524785/444604828/4/4_org_zoom.jpg', '/ty395/product/media/images/20220411/18/88524785/444604828/5/5_org_zoom.jpg', '/ty395/product/media/images/20220411/18/88524785/444604828/6/6_org_zoom.jpg', '/ty393/product/media/images/20220411/18/88524785/444604828/7/7_org_zoom.jpg', '/ty395/product/media/images/20220411/18/88524785/444604828/8/8_org_zoom.jpg']",Chandraya Yoga Chandraya Portakal Çiçeği/orange Blossom - Soya-coconut Mumu - Vegan Mum,18,Ev Dekorasyon,True,235998413,True,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 120, 'buyingPrice': 0, 'originalPrice': 120, 'sellingPrice': 120}, 'listingId': '59d2f655d60207c37847803d571966f4', 'campaignId': 61, 'merchantId': 585699, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/chandraya-yoga/chandraya-portakal-cicegi-orange-blossom-soya-coconut-mumu-vegan-mum-p-279260016?boutiqueId=61&merchantId=585699,585699,61,[],24,True,Tüm Ürünler,59d2f655d60207c37847803d571966f4,Tek Ebat,444604828,,False,False,False,False,,False,"[{'title': 'Hızlı Teslimat', 'type': 'RUSH_DELIVERY'}, {'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",1504710,Chandraya Yoga,5.0,2.0,120.0,120.0,120.0,0,,
818,2,279256757,Büyük Üfleme Cam Bardak Içi Beyaz Gül Kokulu Gül Vegan Mum,"['/ty395/product/media/images/20220411/18/88520429/444599062/1/1_org_zoom.jpg', '/ty393/product/media/images/20220411/18/88520429/444599062/2/2_org_zoom.jpg']",Missi Büyük Üfleme Cam Bardak Içi Beyaz Gül Kokulu Gül Vegan Mum,18,Ev Dekorasyon,True,235995980,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'f961984ab1b537d90a11437a343d5424', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/buyuk-ufleme-cam-bardak-ici-beyaz-gul-kokulu-gul-vegan-mum-p-279256757?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,f961984ab1b537d90a11437a343d5424,Tek Ebat,444599062,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,,,119.88,119.88,119.88,0,,
819,3,279242412,Büyük Üfleme Cam Bardak Içi Gardenya Kokulu Lale Vegan Mum,"['/ty394/product/media/images/20220411/17/88511976/444572081/1/1_org_zoom.jpg', '/ty395/product/media/images/20220411/17/88511976/444572081/2/2_org_zoom.jpg']",Missi Büyük Üfleme Cam Bardak Içi Gardenya Kokulu Lale Vegan Mum,18,Ev Dekorasyon,True,235985190,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': '54465e7e2f34f90927d0db9657e8a6d5', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/buyuk-ufleme-cam-bardak-ici-gardenya-kokulu-lale-vegan-mum-p-279242412?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,54465e7e2f34f90927d0db9657e8a6d5,Tek Ebat,444572081,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,,,119.88,119.88,119.88,0,,
820,4,272089197,Kamp Welcome Island Mimoza Kokulu Vegan Seyahat Mum,"['/ty380/product/media/images/20220402/17/81098786/434129210/1/1_org_zoom.jpg', '/ty378/product/media/images/20220402/17/81098786/434129210/2/2_org_zoom.jpg', '/ty379/product/media/images/20220402/17/81098786/434129210/3/3_org_zoom.jpg']",Missi Kamp Welcome Island Mimoza Kokulu Vegan Seyahat Mum,18,Ev Dekorasyon,True,231904193,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': '3d1b335ffe92bdb57cd33054ce5ce31b', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/kamp-welcome-island-mimoza-kokulu-vegan-seyahat-mum-p-272089197?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,3d1b335ffe92bdb57cd33054ce5ce31b,Tek Ebat,434129210,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,,,119.88,119.88,119.88,0,,
821,5,257549723,Cam Içi Ottoman Garden Kokulu Sarı Lale Vegan Mum,"['/ty353/product/media/images/20220308/16/65394765/408994506/1/1_org_zoom.jpg', '/ty351/product/media/images/20220308/16/65394765/408994506/2/2_org_zoom.jpg']",Missi Cam Içi Ottoman Garden Kokulu Sarı Lale Vegan Mum,18,Ev Dekorasyon,True,221310880,False,PRODUCT,"[{'id': '7'}, {'id': '101400'}, {'id': '12'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'be0851fb38daa2f1bcc3a72d1e699171', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/cam-ici-ottoman-garden-kokulu-sari-lale-vegan-mum-p-257549723?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,be0851fb38daa2f1bcc3a72d1e699171,Tek Ebat,408994506,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,5.0,1.0,119.88,119.88,119.88,0,,
822,6,257494855,Cam Içi Ottoman Garden Kokulu Pembe Lale Vegan Mum,"['/ty353/product/media/images/20220308/16/65338246/408923115/1/1_org_zoom.jpg', '/ty351/product/media/images/20220308/16/65338246/408923115/2/2_org_zoom.jpg']",Missi Cam Içi Ottoman Garden Kokulu Pembe Lale Vegan Mum,18,Ev Dekorasyon,True,221259592,False,PRODUCT,"[{'id': '101400'}, {'id': '12'}, {'id': '7'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'c01eb2c94a69a2a298e85a47756f9959', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/cam-ici-ottoman-garden-kokulu-pembe-lale-vegan-mum-p-257494855?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,c01eb2c94a69a2a298e85a47756f9959,Tek Ebat,408923115,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,5.0,3.0,119.88,119.88,119.88,0,,
823,7,257476486,Ottoman Garden Kokulu Kırmızı Lale Vegan Mum,"['/ty351/product/media/images/20220308/15/65319371/408896041/1/1_org_zoom.jpg', '/ty353/product/media/images/20220308/15/65319371/408896041/2/2_org_zoom.jpg']",Missi Ottoman Garden Kokulu Kırmızı Lale Vegan Mum,18,Ev Dekorasyon,True,221242630,False,PRODUCT,"[{'id': '12'}, {'id': '7'}, {'id': '101400'}]","[{'attributeValue': 'Tek Ebat', 'attributeName': 'beden', 'price': {'discountedPrice': 119.88, 'buyingPrice': 0, 'originalPrice': 119.88, 'sellingPrice': 119.88}, 'listingId': 'eb36e50e930ba7058b706da1b258a372', 'campaignId': 61, 'merchantId': 174, 'discountedPriceInfo': '', 'hasCollectableCoupon': False, 'sameDayShipping': False}]",Ev/Mum & Kandil/Ev & Mobilya/Ev Dekorasyon,1880,Mum & Kandil,/missi/ottoman-garden-kokulu-kirmizi-lale-vegan-mum-p-257476486?boutiqueId=61&merchantId=174,174,61,[],0,True,Tüm Ürünler,eb36e50e930ba7058b706da1b258a372,Tek Ebat,408896041,,False,False,False,False,,False,"[{'title': 'Kargo Bedava', 'type': 'FREE_CARGO'}]",143583,Missi,5.0,1.0,119.88,119.88,119.88,0,,
